id,group,priority,status,coverage,note,repair_route,section
ORC-004,ORC,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
ORC-005,ORC,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ORC-006,ORC,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
ORC-007,ORC,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ORC-008,ORC,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
VER-001,VER,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
VER-002,VER,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
VER-003,VER,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
VER-004,VER,P2,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
VER-005,VER,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
VER-006,VER,P1,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
VER-007,VER,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
VER-008,VER,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
VER-009,VER,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
GAP-001,GAP,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
GAP-002,GAP,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
GAP-003,GAP,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
SCL-001,SCL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
SCL-002,SCL,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
SCL-003,SCL,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
SCL-004,SCL,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
SCL-005,SCL,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
SCL-006,SCL,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
SCL-007,SCL,P3,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
SCL-008,SCL,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
SCL-009,SCL,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PRL-001,PRL,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
PRL-002,PRL,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
PRL-003,PRL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
PRL-004,PRL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PRL-005,PRL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
PRL-006,PRL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
PRL-007,PRL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PRL-008,PRL,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PRL-009,PRL,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
L8-001,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-002,L8,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,20. Level-8 consolidation gates
L8-003,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-004,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-005,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-006,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-007,L8,P0,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,20. Level-8 consolidation gates
L8-008,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-009,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-010,L8,P0,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,20. Level-8 consolidation gates
L8-011,L8,P0,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,20. Level-8 consolidation gates
L8-012,L8,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
L8-013,L8,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,20. Level-8 consolidation gates
